cell_idx,time_s,from_sat,to_sat,snr_before_dB,snr_after_dB,snr_gain_dB
15,1164,13,54,-31.2547,-29.8606,1.3940999999999981
15,1169,54,13,-30.4327,-31.6091,-1.176400000000001
15,1174,13,54,-32.1211,-31.2977,0.8233999999999995
15,1179,54,13,-31.6967,-32.7526,-1.0559000000000012
15,1184,13,54,-33.3388,-33.3514,-0.012599999999999056
15,1192,54,13,-34.2398,-34.4012,-0.16140000000000043
15,1196,13,54,-34.9211,-34.0144,0.9067000000000007
15,1208,54,13,-36.1536,-38.2414,-2.0878000000000014
15,1210,13,54,-38.1696,-36.9988,1.1707999999999998
15,1227,54,13,-33.5217,-34.2411,-0.7194000000000003
15,1234,13,54,-33.5987,-33.3674,0.2312999999999974
15,1256,54,13,-32.4086,-32.5422,-0.13360000000000127
15,1271,13,54,-32.5211,-32.3887,0.13239999999999696
15,1310,54,12,-32.251,-32.3699,-0.11890000000000356
15,1330,12,53,-32.9139,-32.7286,0.18529999999999802
15,1363,53,12,-32.3852,-32.3338,0.051400000000001
15,1624,12,53,-31.2952,-31.5399,-0.24469999999999814
15,1755,53,12,-33.3582,-33.395,-0.036800000000006605
15,1756,12,53,-33.395,-33.0611,0.33389999999999986
15,1785,53,12,-32.1357,-32.5542,-0.41850000000000165
15,1795,12,53,-32.464,-31.9882,0.47579999999999956
15,1841,53,11,-32.3732,-32.3908,-0.017600000000001614
15,1880,11,52,-32.662,-32.6503,0.011699999999997601
15,1913,52,11,-32.4669,-32.2249,0.24200000000000443
15,2131,11,52,-32.671,-32.3725,0.2984999999999971
15,2148,52,11,-29.7658,-29.9297,-0.1639000000000017
15,2160,11,52,-29.5583,-29.0829,0.4754000000000005
15,2309,52,11,-32.2169,-32.4406,-0.2237000000000009
15,2312,11,52,-32.4457,-32.3429,0.102800000000002
15,2372,52,21,-32.7087,-32.6956,0.013100000000001444
15,2438,21,51,-32.4767,-32.5319,-0.05519999999999925
15,2469,51,21,-32.624,-32.4383,0.1857000000000042
15,2677,21,51,-29.1354,-28.7945,0.3409000000000013
15,2821,51,21,-31.6215,-32.1047,-0.4832000000000001
15,2822,21,51,-32.1047,-31.72,0.38470000000000226
15,2898,51,20,-33.3235,-33.4796,-0.15609999999999502
15,3010,20,50,-32.4192,-32.4518,-0.03260000000000218
15,3017,50,20,-32.5077,-32.3412,0.1664999999999992
15,3020,20,50,-32.4955,-32.572,-0.0765000000000029
15,3037,50,20,-33.1184,-32.9916,0.1268000000000029
15,3148,20,50,-29.6234,-29.6385,-0.015100000000000335
15,3164,50,20,-30.3238,-30.4404,-0.11660000000000181
15,3190,20,50,-32.4917,-32.5223,-0.03059999999999974
15,3430,50,19,-33.941,-34.1863,-0.2453000000000003
15,3432,19,50,-34.1473,-34.0943,0.05300000000000438
15,3482,50,19,-32.5278,-32.519,0.008800000000000807
16,72,45,15,-25.8268,-25.9022,-0.07540000000000191
16,81,15,45,-27.4293,-27.6187,-0.18939999999999912
16,91,45,15,-31.9627,-32.7768,-0.8140999999999998
16,93,15,45,-31.9522,-30.5702,1.3820000000000014
16,102,45,15,-27.1175,-27.7716,-0.6540999999999997
16,110,15,45,-27.3915,-26.6927,0.6988000000000021
16,117,45,15,-27.4707,-27.5535,-0.08279999999999887
16,124,15,45,-27.6461,-27.4723,0.17379999999999995
16,136,45,15,-28.7147,-29.2625,-0.5477999999999987
16,140,15,45,-29.6784,-29.1312,0.5472000000000001
16,191,45,15,-30.3883,-30.9052,-0.5168999999999997
16,198,15,45,-30.7682,-30.5472,0.22100000000000009
16,250,45,15,-31.4897,-31.5486,-0.058900000000001285
16,266,15,44,-31.868,-31.8647,0.0032999999999994145
16,279,44,14,-31.6368,-31.5114,0.12540000000000262
16,340,14,44,-30.6169,-30.7817,-0.1647999999999996
16,342,44,14,-30.7948,-29.9811,0.8136999999999972
16,488,14,44,-23.6703,-24.167,-0.4967000000000006
16,492,44,14,-26.1418,-27.1399,-0.9981000000000009
16,495,14,44,-29.3853,-28.2343,1.1509999999999998
16,508,44,14,-24.9461,-25.1077,-0.16159999999999997
16,511,14,44,-25.6438,-25.8762,-0.23240000000000194
16,522,44,14,-26.0101,-26.4982,-0.4880999999999993
16,523,14,44,-26.4982,-25.125,1.3732000000000006
16,592,44,14,-24.8019,-26.4366,-1.6346999999999987
16,593,14,44,-26.4366,-26.2941,0.1424999999999983
16,622,44,14,-24.1613,-28.9559,-4.794599999999999
16,623,14,44,-28.9559,-26.1653,2.7906000000000013
16,630,44,14,-24.8506,-27.9775,-3.126899999999999
16,631,14,44,-27.9775,-27.0907,0.8868000000000009
16,639,44,14,-25.8834,-27.6942,-1.8107999999999969
16,641,14,44,-27.659,-25.0402,2.6188000000000002
16,649,44,14,-26.1389,-28.1406,-2.0016999999999996
16,651,14,44,-28.272,-26.7887,1.4832999999999998
16,662,44,14,-29.2907,-29.5336,-0.24289999999999878
16,663,14,44,-29.5336,-28.3549,1.1786999999999992
16,728,44,14,-30.2445,-30.6484,-0.40390000000000015
16,734,14,44,-30.6366,-30.3874,0.24920000000000186
16,787,44,14,-31.5838,-31.7655,-0.1816999999999993
16,795,14,54,-31.9424,-31.9228,0.019600000000000506
16,820,54,13,-31.4332,-31.2909,0.14229999999999876
16,1045,13,54,-27.4479,-27.461,-0.013099999999997891
16,1055,54,13,-29.7562,-30.7472,-0.9909999999999997
16,1056,13,54,-30.7472,-29.7269,1.0202999999999989
16,1063,54,13,-25.9176,-26.5948,-0.6771999999999991
16,1069,13,54,-26.4298,-25.6381,0.7916999999999987
16,1073,54,13,-26.208,-26.5569,-0.34890000000000043
16,1078,13,54,-27.2338,-26.2135,1.0202999999999989
16,1083,54,13,-29.3486,-30.6857,-1.3370999999999995
16,1085,13,54,-31.678,-28.9566,2.721399999999999
16,1091,54,13,-27.4164,-30.6592,-3.242799999999999
16,1093,13,54,-30.0089,-28.4057,1.603200000000001
16,1100,54,13,-26.379,-27.0034,-0.6243999999999978
16,1102,13,54,-26.8606,-24.3207,2.539900000000003
16,1261,54,13,-30.2088,-30.793,-0.5841999999999992
16,1264,13,54,-30.8269,-30.7441,0.08279999999999887
16,1320,54,12,-31.4193,-31.6521,-0.232800000000001
16,1330,12,53,-31.936,-31.9598,-0.023800000000001376
16,1367,53,12,-31.1714,-31.004,0.1673999999999971
16,1529,12,53,-26.6158,-26.4704,0.14539999999999864
16,1533,53,12,-26.4281,-26.4405,-0.012399999999999523
16,1553,12,53,-28.0168,-27.7594,0.2574000000000005
16,1569,53,12,-30.7608,-30.6885,0.07229999999999848
16,1573,12,53,-29.7312,-29.0464,0.6848000000000027
16,1584,53,12,-26.9584,-27.1998,-0.24139999999999873
16,1596,12,53,-26.7866,-26.6128,0.17379999999999995
16,1600,53,12,-26.3509,-26.54,-0.18909999999999982
16,1610,12,53,-26.7422,-26.3156,0.42660000000000053
16,1620,53,12,-27.8742,-28.8474,-0.9732000000000021
16,1624,12,53,-29.9593,-28.8957,1.0635999999999974
16,1788,53,12,-30.4593,-31.0914,-0.6321000000000012
16,1790,12,53,-31.096,-30.5114,0.5846000000000018
16,1850,53,11,-31.5622,-31.669,-0.10679999999999978
16,1878,11,52,-31.7897,-31.7761,0.013600000000000279
16,1919,52,11,-30.9631,-30.922,0.041100000000000136
16,2014,11,52,-28.7696,-28.8762,-0.10660000000000025
16,2041,52,11,-28.3727,-28.4594,-0.08670000000000044
16,2074,11,52,-27.5875,-27.5523,0.035199999999999676
16,2092,52,11,-28.8928,-29.1488,-0.2560000000000002
16,2102,11,52,-30.6242,-30.4669,0.15729999999999933
16,2127,52,11,-29.4505,-29.8461,-0.3955999999999982
16,2136,11,52,-28.6289,-28.331,0.29790000000000205
16,2168,52,11,-27.871,-27.9982,-0.12720000000000198
16,2176,11,52,-28.1746,-27.9891,0.1855000000000011
16,2308,52,11,-30.9092,-31.1556,-0.24640000000000128
16,2309,11,52,-31.1556,-30.4944,0.6612000000000009
16,2378,52,21,-32.4185,-32.4154,0.0031000000000034333
16,2430,21,51,-31.6081,-31.6123,-0.00420000000000087
16,2479,51,21,-30.8774,-30.8489,0.02850000000000108
16,2632,21,51,-27.6127,-27.4628,0.1498999999999988
16,2664,51,21,-28.1158,-28.2799,-0.16410000000000124
16,2681,21,51,-29.1974,-29.0479,0.14949999999999974
16,2901,51,20,-33.3781,-33.3792,-0.0010999999999938836
16,2919,20,51,-32.7609,-32.7055,0.055399999999998784
16,2953,51,20,-31.7529,-31.7445,0.00840000000000174
16,2988,20,50,-31.4563,-31.442,0.014299999999998647
16,3060,50,20,-31.8357,-31.8053,0.030400000000000205
16,3109,20,50,-30.3053,-30.2696,0.03569999999999851
16,3192,50,20,-33.159,-32.9911,0.16789999999999594
16,3194,20,50,-33.1027,-32.8969,0.20579999999999643
16,3494,50,19,-32.3826,-32.3907,-0.008100000000005991
16,3510,19,49,-31.9856,-31.8751,0.11050000000000182
17,4,15,45,-21.4644,-20.7488,0.715600000000002
17,11,45,15,-20.2412,-20.3166,-0.07540000000000191
17,16,15,45,-21.4691,-21.1365,0.33259999999999934
17,25,45,15,-21.1144,-21.6221,-0.5076999999999998
17,29,15,45,-21.8236,-21.4398,0.38379999999999725
17,42,45,15,-22.8026,-22.9286,-0.12599999999999767
17,46,15,45,-23.0722,-22.9224,0.14979999999999905
17,65,45,15,-24.0024,-24.356,-0.35360000000000014
17,67,15,45,-24.4231,-23.9548,0.4683000000000028
17,195,45,15,-29.9621,-30.0353,-0.07319999999999993
17,196,15,45,-30.0353,-29.7676,0.26769999999999783
17,258,45,15,-31.7036,-31.73,-0.02639999999999887
17,265,15,44,-31.856,-31.8754,-0.01939999999999742
17,280,44,14,-31.5967,-31.4192,0.17749999999999844
17,342,14,44,-29.8872,-30.0033,-0.11609999999999943
17,344,44,14,-30.0173,-29.9994,0.017899999999997362
17,403,14,44,-27.0712,-27.3857,-0.3144999999999989
17,404,44,14,-27.3857,-26.3042,1.0814999999999984
17,423,14,44,-25.8174,-26.5765,-0.7591000000000001
17,424,44,14,-26.5765,-25.9766,0.5998999999999981
17,476,14,44,-25.1303,-24.6333,0.4969999999999999
17,489,44,14,-22.75,-22.6875,0.0625
17,502,14,44,-21.3612,-21.5761,-0.2149000000000001
17,521,44,14,-21.3207,-21.6697,-0.3490000000000002
17,523,14,44,-21.6039,-20.5185,1.0854
17,793,44,13,-31.6776,-31.8042,-0.12659999999999982
17,795,13,54,-31.8747,-31.9297,-0.054999999999999716
17,824,54,13,-31.2231,-31.0431,0.17999999999999972
17,888,13,54,-30.4571,-30.6409,-0.18379999999999797
17,890,54,13,-30.726,-30.2971,0.4288999999999987
17,929,13,54,-27.5215,-27.708,-0.18649999999999878
17,935,54,13,-27.4067,-26.8859,0.5208000000000013
17,966,13,54,-26.6238,-27.1176,-0.49380000000000024
17,972,54,13,-28.9446,-28.519,0.42560000000000286
17,1014,13,54,-23.3118,-23.2215,0.09030000000000271
17,1025,54,13,-23.3712,-23.9807,-0.609499999999997
17,1030,13,54,-24.4488,-23.7025,0.746299999999998
17,1057,54,13,-23.8149,-23.9062,-0.09129999999999683
17,1058,13,54,-23.9062,-21.7723,2.133899999999997
17,1323,54,12,-31.3439,-31.4373,-0.09339999999999904
17,1335,12,53,-31.7942,-31.8472,-0.053000000000000824
17,1370,53,12,-30.9842,-30.9478,0.03640000000000043
17,1517,12,53,-28.138,-27.9637,0.17430000000000234
17,1549,53,12,-28.5299,-29.3157,-0.7857999999999983
17,1550,12,53,-29.3157,-27.9369,1.3787999999999982
17,1572,53,12,-25.3056,-26.0517,-0.746100000000002
17,1575,12,53,-25.8573,-25.7,0.15729999999999933
17,1592,53,12,-25.1004,-25.3633,-0.26289999999999836
17,1595,12,53,-25.4197,-24.2654,1.1542999999999992
17,1610,53,12,-25.7405,-26.3793,-0.6387999999999998
17,1612,12,53,-26.5403,-25.4376,1.1026999999999987
17,1669,53,12,-26.3066,-27.0804,-0.7738000000000014
17,1670,12,53,-27.0804,-26.5226,0.5578000000000003
17,1851,53,11,-31.596,-31.6785,-0.08249999999999957
17,1876,11,53,-31.6615,-31.6178,0.04370000000000118
17,1893,53,52,-31.3297,-31.3282,0.0015000000000000568
17,1925,52,11,-30.5204,-30.4059,0.1144999999999996
17,2008,11,52,-28.2509,-28.2045,0.046400000000001995
17,2061,52,11,-30.339,-30.4004,-0.061400000000002564
17,2064,11,52,-30.3277,-29.6504,0.6772999999999989
17,2134,52,11,-26.6379,-27.1124,-0.4745000000000026
17,2142,11,52,-26.8911,-26.451,0.44010000000000105
17,2305,52,11,-30.6658,-30.7917,-0.1258999999999979
17,2306,11,52,-30.7917,-30.6473,0.14439999999999742
17,2377,52,21,-32.5347,-32.5394,-0.004699999999999704
17,2400,21,52,-31.766,-31.7431,0.02289999999999992
17,2428,52,51,-31.5596,-31.592,-0.032399999999999096
17,2495,51,21,-30.1636,-30.137,0.026599999999998403
17,2566,21,51,-27.657,-27.648,0.009000000000000341
17,2608,51,21,-27.5167,-27.5701,-0.05339999999999989
17,2630,21,51,-27.7715,-27.7628,0.00870000000000104
17,2682,51,21,-28.9903,-29.0988,-0.10849999999999937
17,2691,21,51,-29.7029,-29.73,-0.02710000000000079
17,2814,51,21,-30.6487,-30.7844,-0.13569999999999993
17,2817,21,51,-30.8279,-30.413,0.4148999999999994
17,2898,51,20,-33.543,-33.6384,-0.09539999999999793
17,2906,20,51,-33.3451,-33.1408,0.20430000000000348
17,2957,51,20,-31.7868,-31.8106,-0.023800000000001376
17,2967,20,50,-31.7396,-31.7345,0.005099999999998772
17,3081,50,20,-32.4033,-32.4393,-0.036000000000001364
17,3097,20,50,-31.9298,-31.8577,0.07209999999999894
17,3290,50,20,-30.3427,-30.4868,-0.14409999999999812
17,3303,20,50,-30.6133,-30.612,0.001300000000000523
17,3494,50,19,-32.4752,-32.4717,0.003500000000002501
17,3510,19,49,-32.1317,-31.8757,0.2560000000000038
18,16,15,45,-24.7026,-26.0882,-1.3856000000000002
18,17,45,15,-26.0882,-24.9352,1.1530000000000022
18,38,15,45,-23.9189,-23.3848,0.5341000000000022
18,196,45,15,-30.3271,-30.5283,-0.20120000000000005
18,199,15,45,-30.5305,-30.0769,0.45360000000000156
18,257,45,15,-31.6397,-31.7703,-0.1305999999999976
18,265,15,44,-31.8971,-31.8774,0.01969999999999672
18,288,44,14,-31.3549,-31.1688,0.1860999999999997
18,340,14,44,-30.5166,-30.8222,-0.3055999999999983
18,348,44,14,-31.1032,-30.4407,0.6625000000000014
18,380,14,44,-31.8902,-31.6755,0.21470000000000056
18,382,44,14,-31.4338,-30.9442,0.4896000000000029
18,401,14,44,-28.0125,-28.0314,-0.018900000000002137
18,413,44,14,-27.3771,-27.0374,0.339699999999997
18,420,14,44,-26.9047,-27.0752,-0.17050000000000054
18,432,44,14,-28.4055,-28.6094,-0.20390000000000086
18,446,14,44,-27.7773,-28.3709,-0.5935999999999986
18,461,44,14,-25.5353,-25.3113,0.2240000000000002
18,500,14,44,-23.7118,-23.6729,0.03890000000000171
18,504,44,14,-23.8424,-23.4235,0.4189000000000007
18,524,14,44,-23.5018,-23.3579,0.14389999999999858
18,528,44,14,-22.7995,-22.1424,0.6570999999999998
18,543,14,44,-22.4295,-21.4606,0.9689000000000014
18,548,44,14,-25.6803,-25.4345,0.24579999999999913
18,549,14,44,-25.4345,-24.3225,1.1119999999999983
18,554,44,14,-22.3667,-22.8158,-0.44909999999999783
18,557,14,44,-22.8765,-20.8412,2.0352999999999994
18,561,44,14,-22.8828,-23.0783,-0.19549999999999912
18,563,14,44,-23.1672,-21.5132,1.654
18,567,44,14,-22.5111,-24.1685,-1.6574000000000026
18,569,14,44,-24.7353,-21.4935,3.241799999999998
18,573,44,14,-22.4852,-28.7444,-6.2592
18,574,14,44,-28.7444,-22.1705,6.573899999999998
18,699,44,14,-29.4533,-30.8763,-1.4230000000000018
18,700,14,44,-30.8763,-29.7242,1.1521000000000008
18,730,44,14,-30.1756,-30.4162,-0.2406000000000006
18,734,14,44,-30.4869,-30.3831,0.10379999999999967
18,790,44,14,-31.6759,-31.8817,-0.20579999999999998
18,794,14,54,-31.9618,-31.986,-0.024200000000000443
18,831,54,13,-31.0169,-30.8961,0.12079999999999913
18,887,13,54,-30.9691,-31.0512,-0.0821000000000005
18,895,54,13,-31.7587,-31.3224,0.4363000000000028
18,928,13,54,-28.352,-28.652,-0.3000000000000007
18,949,54,13,-27.0461,-26.9425,0.10360000000000014
18,976,13,54,-30.5255,-30.2012,0.3243000000000009
18,1003,54,13,-25.7058,-25.8287,-0.12290000000000134
18,1012,13,54,-25.373,-25.1863,0.18670000000000186
18,1029,54,13,-26.4635,-27.7794,-1.3158999999999992
18,1030,13,54,-27.7794,-27.2295,0.5498999999999974
18,1044,54,13,-23.2032,-23.7504,-0.5472000000000001
18,1048,13,54,-23.209,-22.2167,0.9923000000000002
18,1058,54,13,-22.2532,-23.1188,-0.8656000000000006
18,1060,13,54,-23.0992,-21.9816,1.1175999999999995
18,1133,54,13,-26.6051,-26.878,-0.2728999999999999
18,1139,13,54,-26.4699,-26.0224,0.447499999999998
18,1144,54,13,-26.5181,-26.6409,-0.12279999999999802
18,1149,13,54,-26.7263,-25.7072,1.0190999999999981
18,1154,54,13,-26.4264,-26.9173,-0.4908999999999999
18,1159,13,54,-27.1064,-25.0737,2.032700000000002
18,1165,54,13,-26.8219,-27.315,-0.49310000000000187
18,1168,13,54,-27.3665,-27.3867,-0.02020000000000266
18,1177,54,13,-28.1186,-28.2901,-0.1714999999999982
18,1179,13,54,-28.4379,-28.0898,0.34809999999999874
18,1190,54,13,-28.4167,-30.9624,-2.5457
18,1191,13,54,-30.9624,-30.2554,0.7069999999999972
18,1227,54,13,-29.8575,-30.3473,-0.4897999999999989
18,1230,13,54,-30.2705,-29.7856,0.48489999999999966
18,1258,54,13,-30.0907,-30.4514,-0.36070000000000135
18,1265,13,54,-30.628,-30.2291,0.39890000000000114
18,1320,54,13,-31.9925,-32.0199,-0.02740000000000009
18,1321,13,12,-32.0199,-32.2826,-0.2627000000000024
18,1330,12,53,-32.4413,-32.0019,0.4393999999999991
18,1381,53,12,-30.6643,-30.6044,0.05990000000000251
18,1447,12,53,-32.6162,-32.9187,-0.302500000000002
18,1473,53,12,-27.6372,-27.5246,0.11260000000000048
18,1484,12,53,-27.0046,-27.0184,-0.013799999999999812
18,1485,53,12,-27.0184,-26.9798,0.03859999999999886
18,1489,12,53,-26.8658,-26.8155,0.05030000000000001
18,1496,53,12,-26.6167,-26.6012,0.015500000000002956
18,1500,12,53,-26.5729,-26.5641,0.008800000000000807
18,1504,53,12,-26.6501,-26.7294,-0.07929999999999993
18,1521,12,53,-27.6932,-27.1648,0.5284000000000013
18,1549,53,12,-26.1545,-26.3576,-0.20310000000000272
18,1555,12,53,-25.9506,-25.1495,0.8011000000000017
18,1575,53,12,-24.687,-24.9365,-0.2494999999999976
18,1578,12,53,-24.8825,-24.7301,0.1524000000000001
18,1597,53,12,-24.2017,-25.2371,-1.0354000000000028
18,1598,12,53,-25.2371,-23.931,1.3061000000000007
18,1648,53,12,-26.499,-26.5807,-0.08170000000000144
18,1663,12,53,-26.9597,-26.805,0.15470000000000184
18,1680,53,12,-27.2794,-27.5272,-0.24780000000000157
18,1690,12,53,-28.306,-27.9038,0.40220000000000056
18,1702,53,12,-29.6184,-30.5316,-0.9131999999999998
18,1706,12,53,-31.2368,-30.8634,0.3734000000000002
18,1725,53,12,-31.9107,-32.0104,-0.09969999999999857
18,1726,12,53,-32.0104,-31.1956,0.8147999999999982
18,1748,53,12,-29.9022,-30.289,-0.3868000000000009
18,1753,12,53,-30.1974,-29.6121,0.5852999999999966
18,1782,53,12,-30.2223,-30.6194,-0.39709999999999823
18,1790,12,53,-30.8377,-30.4335,0.404200000000003
18,1847,53,11,-32.4687,-32.564,-0.09530000000000172
18,1870,11,52,-32.3153,-31.9393,0.3760000000000012
18,1946,52,11,-30.1071,-30.1015,0.005599999999997607
18,2007,11,52,-28.6923,-28.7074,-0.015100000000000335
18,2108,52,11,-27.5752,-27.9313,-0.3561000000000014
18,2109,11,52,-27.9313,-27.5493,0.38200000000000145
18,2144,52,11,-26.4679,-26.7762,-0.30829999999999913
18,2149,11,52,-26.7848,-26.3666,0.41820000000000235
18,2221,52,11,-33.1069,-33.0352,0.07169999999999987
18,2225,11,52,-32.5103,-31.5086,1.0016999999999996
18,2256,52,11,-30.2056,-30.2006,0.004999999999999005
18,2265,11,52,-30.1556,-29.6847,0.4709000000000003
18,2299,52,11,-30.4932,-30.7672,-0.27399999999999736
18,2308,11,52,-30.9114,-30.8629,0.048500000000000654
18,2371,52,21,-32.8274,-33.0701,-0.24269999999999925
18,2410,21,51,-32.3126,-31.9951,0.31750000000000256
18,2513,51,21,-30.7771,-30.7342,0.042899999999999494
18,2559,21,51,-28.5077,-28.394,0.11370000000000147
18,2620,51,21,-27.775,-27.9382,-0.1631999999999998
18,2631,21,51,-27.9847,-27.9325,0.052199999999999136
18,2731,51,21,-31.2868,-31.2134,0.07339999999999947
18,2735,21,51,-30.9798,-30.9001,0.07970000000000255
18,2802,51,21,-30.4432,-30.6537,-0.2104999999999997
18,2818,21,51,-30.9429,-30.6914,0.25150000000000006
18,2894,51,20,-33.9711,-34.0141,-0.04299999999999926
18,2915,20,51,-33.3764,-33.3117,0.06469999999999487
18,2950,51,50,-32.3544,-32.1573,0.19709999999999894
18,3217,50,20,-31.36,-31.5372,-0.17719999999999914
18,3235,20,50,-30.6798,-30.6325,0.0472999999999999
18,3248,50,20,-30.3075,-30.2915,0.01600000000000179
18,3306,20,50,-30.6951,-30.6331,0.062000000000001165
18,3497,50,19,-32.9079,-32.9181,-0.01020000000000465
18,3510,19,49,-32.6355,-31.9505,0.6849999999999987
19,13,15,45,-29.6861,-31.064,-1.3779000000000003
19,16,45,15,-31.5731,-32.7508,-1.177699999999998
19,30,15,45,-31.5293,-30.3227,1.2065999999999981
19,37,45,15,-29.2896,-29.5637,-0.2741000000000007
19,44,15,45,-28.8499,-26.4144,2.435500000000001
19,113,45,15,-28.8539,-29.4549,-0.6009999999999991
19,114,15,45,-29.4549,-28.6579,0.796999999999997
19,125,45,15,-29.185,-29.9067,-0.721700000000002
19,128,15,45,-30.02,-29.7807,0.23930000000000007
19,141,45,15,-31.145,-32.3138,-1.168800000000001
19,144,15,45,-32.8495,-31.9734,0.8760999999999974
19,164,45,15,-34.1638,-35.2595,-1.0957000000000008
19,165,15,45,-35.2595,-34.6161,0.6433999999999997
19,192,45,15,-32.0236,-32.2977,-0.2740999999999971
19,204,15,45,-31.8104,-31.7241,0.08630000000000138
19,245,45,15,-31.8142,-31.9576,-0.14339999999999975
19,268,15,44,-32.4723,-32.4698,0.0024999999999977263
19,316,44,14,-31.7742,-31.7773,-0.0030999999999998806
19,323,14,44,-31.8123,-31.8724,-0.06009999999999849
19,354,44,45,-34.2216,-34.2624,-0.04079999999999728
19,360,45,14,-34.4695,-34.4961,-0.026600000000001955
19,374,14,44,-36.3085,-36.8963,-0.5877999999999943
19,437,44,14,-36.5615,-36.615,-0.05349999999999966
19,445,14,44,-35.0991,-34.4551,0.6439999999999984
19,467,44,14,-34.1273,-33.5944,0.5328999999999979
19,562,14,44,-25.2616,-24.0728,1.1888000000000005
19,599,44,14,-22.394,-28.5525,-6.1585
19,600,14,44,-28.5525,-25.9687,2.5838
19,611,44,14,-27.5826,-31.4684,-3.8857999999999997
19,612,14,44,-31.4684,-28.755,2.7134
19,617,44,14,-28.1833,-29.6533,-1.4700000000000024
19,620,14,44,-29.3724,-28.3013,1.0710999999999977
19,623,44,14,-28.7023,-28.7984,-0.09609999999999985
19,682,14,44,-35.7689,-35.0084,0.7605000000000004
19,695,44,14,-33.0443,-33.0646,-0.020299999999998875
19,707,14,44,-32.1966,-31.8139,0.38269999999999627
19,723,44,14,-31.5676,-31.6294,-0.06180000000000163
19,744,14,44,-31.436,-31.3316,0.10439999999999827
19,777,44,14,-31.8225,-31.8848,-0.06229999999999691
19,797,14,54,-32.4159,-32.4439,-0.027999999999998693
19,860,54,13,-31.7938,-31.7574,0.03640000000000043
19,870,13,54,-32.2126,-32.2588,-0.04619999999999891
19,896,54,44,-34.6074,-34.7499,-0.1424999999999983
19,901,44,54,-34.94,-35.8009,-0.8609000000000009
19,904,54,13,-36.3187,-36.0394,0.2792999999999992
19,919,13,54,-32.9415,-32.8998,0.04169999999999874
19,966,54,13,-31.658,-31.835,-0.1769999999999996
19,982,13,54,-31.245,-31.0315,0.2134999999999998
19,1003,54,13,-31.008,-30.8855,0.12249999999999872
19,1066,13,54,-24.9969,-24.7089,0.28800000000000026
19,1072,54,13,-28.0261,-27.4604,0.5656999999999996
19,1074,13,54,-26.9089,-25.9493,0.9595999999999982
19,1083,54,13,-23.2716,-24.576,-1.3044000000000011
19,1084,13,54,-24.576,-24.4516,0.1244000000000014
19,1119,54,13,-30.0672,-32.0716,-2.004399999999997
19,1279,13,54,-31.3832,-31.3462,0.036999999999999034
19,1304,54,13,-31.7671,-31.8258,-0.05870000000000175
19,1321,13,12,-32.2454,-34.7402,-2.494800000000005
19,1330,12,53,-34.9944,-32.3625,2.6319000000000017
19,1406,53,12,-31.7079,-31.6908,0.017099999999999227
19,1448,12,53,-35.3963,-35.0616,0.334699999999998
19,1502,53,12,-28.7512,-28.7456,0.00560000000000116
19,1533,12,53,-26.9292,-26.8204,0.10880000000000223
19,1541,53,12,-26.1501,-26.1838,-0.03370000000000317
19,1565,12,53,-24.8842,-24.519,0.3652000000000015
19,1575,53,12,-24.5614,-24.7874,-0.22600000000000264
19,1583,12,53,-24.9271,-24.9181,0.009000000000000341
19,1656,53,12,-26.5164,-26.9616,-0.4451999999999998
19,1841,12,11,-32.1238,-34.1895,-2.0656999999999996
19,1870,11,52,-34.5035,-32.1518,2.351700000000001
19,1962,52,11,-31.3794,-31.3562,0.02319999999999922
19,2007,11,52,-30.1745,-30.0664,0.10809999999999675
19,2064,52,11,-29.7088,-29.7653,-0.05649999999999977
19,2071,11,52,-29.3793,-29.2188,0.16049999999999898
19,2111,52,11,-26.6051,-26.9579,-0.35279999999999845
19,2116,11,52,-26.8636,-26.2984,0.5652000000000008
19,2156,52,11,-26.995,-27.0988,-0.10379999999999967
19,2161,11,52,-27.1978,-26.9906,0.20720000000000027
19,2195,52,11,-29.1898,-29.4667,-0.2768999999999977
19,2361,11,52,-32.3412,-34.0706,-1.7293999999999983
19,2363,52,21,-34.2428,-34.4121,-0.16929999999999978
19,2410,21,51,-34.1275,-32.0997,2.027799999999999
19,2523,51,21,-31.9384,-32.0514,-0.11299999999999955
19,2557,21,51,-29.6952,-29.624,0.07120000000000104
19,2627,51,21,-28.1779,-28.2625,-0.08459999999999823
19,2636,21,51,-28.2424,-28.1771,0.06530000000000058
19,2759,51,21,-30.1235,-30.2013,-0.07779999999999987
19,2845,21,51,-31.6063,-31.6299,-0.02359999999999829
19,2852,51,21,-31.7784,-31.8181,-0.039699999999999847
19,2871,21,51,-32.1557,-33.6959,-1.5401999999999987
19,2884,51,20,-35.1476,-35.1874,-0.03979999999999961
19,2950,20,50,-34.0465,-32.3744,1.6721000000000004
19,3230,50,20,-30.2467,-30.2731,-0.02639999999999887
19,3333,20,50,-31.2811,-31.2896,-0.008500000000001506
19,3365,50,20,-31.8856,-31.9824,-0.09679999999999822
19,3381,20,50,-32.4001,-33.9954,-1.5952999999999946
19,3430,50,19,-36.1595,-35.5077,0.6518000000000015
19,3441,19,50,-35.1969,-35.1668,0.03009999999999735
19,3495,50,19,-34.0676,-34.0656,0.001999999999995339
19,3510,19,49,-33.7516,-32.0597,1.691900000000004
20,44,45,15,-35.5733,-37.0709,-1.4975999999999985
20,47,15,45,-37.8065,-36.3243,1.4821999999999989
